generation,rule,min,avg,max,neighbour,ca_size
0,23,10,13.6,17,3,8
0,150,15,29.2,71,3,8
0,2,8,9.0,10,3,8
0,183,9,9.8,10,3,8
0,54,11,12.4,16,3,8
0,210,9,16.0,25,3,8
0,137,9,9.4,10,3,8
0,72,9,9.6,10,3,8
0,175,8,9.0,10,3,8
0,212,9,35.0,67,3,8
0,21,9,9.4,10,3,8
0,15,8,9.6,11,3,8
0,244,9,9.6,10,3,8
0,4,9,9.2,10,3,8
0,109,9,9.8,11,3,8
0,110,9,12.0,19,3,8
0,132,8,9.4,10,3,8
0,130,8,8.8,9,3,8
0,178,8,13.6,27,3,8
0,54,9,14.4,25,3,8
1,150,9,22.8,41,3,8
1,150,9,16.6,28,3,8
1,196,11,37.6,99,3,8
1,150,16,29.8,52,3,8
1,148,8,11.2,21,3,8
1,22,8,9.4,10,3,8
1,214,9,9.4,10,3,8
1,54,11,12.6,15,3,8
1,150,9,19.2,38,3,8
1,150,12,23.8,42,3,8
1,54,8,9.4,11,3,8
1,87,9,9.2,10,3,8
1,62,8,9.2,10,3,8
1,54,8,9.2,11,3,8
1,52,9,9.6,10,3,8
1,54,11,13.8,17,3,8
1,55,11,16.2,24,3,8
1,54,10,11.2,12,3,8
1,54,8,12.4,19,3,8
1,190,9,9.6,11,3,8
2,150,9,14.6,28,3,8
2,199,9,9.6,10,3,8
2,150,10,25.6,40,3,8
2,150,9,36.4,57,3,8
2,146,11,16.4,26,3,8
2,150,9,19.4,34,3,8
2,86,10,14.2,23,3,8
2,151,8,9.2,10,3,8
2,131,8,9.0,10,3,8
2,146,10,14.0,22,3,8
2,150,15,24.2,36,3,8
2,158,12,19.8,27,3,8
2,150,13,23.6,43,3,8
2,150,15,23.8,34,3,8
2,151,9,9.4,10,3,8
2,150,15,28.0,38,3,8
2,22,8,9.0,10,3,8
2,148,9,11.2,13,3,8
2,150,9,30.0,73,3,8
2,150,8,18.6,32,3,8
3,150,10,25.8,48,3,8
3,154,8,10.6,13,3,8
3,150,9,24.6,63,3,8
3,214,8,11.0,16,3,8
3,150,9,27.4,40,3,8
3,150,14,26.6,44,3,8
3,158,10,15.2,24,3,8
3,214,8,9.2,10,3,8
3,214,8,9.4,11,3,8
3,214,9,9.2,10,3,8
3,150,9,25.0,73,3,8
3,31,9,9.4,10,3,8
3,150,9,15.6,31,3,8
3,148,9,10.8,15,3,8
3,166,8,10.4,12,3,8
3,179,9,9.6,10,3,8
3,134,10,14.8,23,3,8
3,150,9,18.8,30,3,8
3,134,10,18.2,39,3,8
3,150,11,34.2,87,3,8
4,150,10,21.8,38,3,8
4,150,11,20.8,34,3,8
4,150,11,25.2,35,3,8
4,148,9,10.8,15,3,8
4,180,9,10.0,12,3,8
4,150,9,23.4,48,3,8
4,20,8,9.4,11,3,8
4,150,9,24.2,35,3,8
4,22,8,9.2,10,3,8
4,148,10,14.6,21,3,8
4,150,9,14.2,19,3,8
4,150,11,17.2,33,3,8
4,209,9,9.8,10,3,8
4,150,8,25.8,47,3,8
4,22,8,9.4,10,3,8
4,150,11,23.0,34,3,8
4,22,8,9.6,10,3,8
4,22,8,9.0,11,3,8
4,150,10,22.6,44,3,8
4,150,14,22.8,48,3,8
5,150,14,26.8,49,3,8
5,148,9,10.6,14,3,8
5,150,12,17.0,25,3,8
5,150,8,23.2,49,3,8
5,150,17,26.6,40,3,8
5,150,9,18.0,40,3,8
5,158,9,16.0,36,3,8
5,150,15,25.8,52,3,8
5,158,10,21.8,47,3,8
5,150,8,31.8,86,3,8
5,150,11,20.6,33,3,8
5,151,8,9.4,10,3,8
5,146,9,15.2,27,3,8
5,150,9,13.2,26,3,8
5,150,21,39.4,54,3,8
5,151,8,9.0,10,3,8
5,148,9,10.0,12,3,8
5,150,11,37.4,99,3,8
5,146,13,16.0,18,3,8
5,214,9,10.0,12,3,8
6,150,9,25.8,53,3,8
6,150,15,30.2,45,3,8
6,150,13,26.8,47,3,8
6,150,13,22.2,46,3,8
6,158,9,25.0,56,3,8
6,150,9,20.2,28,3,8
6,150,9,20.6,32,3,8
6,150,11,25.4,47,3,8
6,150,9,16.0,28,3,8
6,6,9,9.2,10,3,8
6,150,9,19.6,33,3,8
6,150,9,33.2,56,3,8
6,182,8,9.2,10,3,8
6,150,11,17.6,25,3,8
6,134,12,21.4,34,3,8
6,22,9,9.8,10,3,8
6,190,9,10.0,11,3,8
6,22,9,9.8,11,3,8
6,131,8,8.8,10,3,8
6,158,15,25.6,37,3,8
7,150,16,34.6,61,3,8
7,150,9,26.4,42,3,8
7,149,10,19.0,31,3,8
7,150,12,14.4,17,3,8
7,150,10,19.4,50,3,8
7,212,8,19.8,47,3,8
7,22,8,9.4,10,3,8
7,150,8,24.8,57,3,8
7,222,8,9.0,10,3,8
7,150,19,32.2,54,3,8
7,158,10,19.8,42,3,8
7,156,8,11.6,19,3,8
7,222,9,9.8,10,3,8
7,158,9,19.8,36,3,8
7,158,9,19.6,49,3,8
7,158,10,25.2,32,3,8
7,142,14,29.0,48,3,8
7,140,9,26.8,34,3,8
7,158,10,13.0,21,3,8
7,158,8,21.0,42,3,8
8,150,11,20.4,28,3,8
8,150,19,39.0,63,3,8
8,150,15,17.0,21,3,8
8,222,9,10.4,14,3,8
8,150,15,34.2,80,3,8
8,22,8,9.0,10,3,8
8,134,10,20.6,26,3,8
8,146,13,16.8,22,3,8
8,158,10,20.8,36,3,8
8,150,18,25.6,30,3,8
8,150,9,22.2,36,3,8
8,150,9,23.8,43,3,8
8,150,9,20.8,39,3,8
8,222,9,9.6,10,3,8
8,147,11,24.2,40,3,8
8,182,8,8.6,10,3,8
8,214,9,10.0,12,3,8
8,150,9,15.0,23,3,8
8,150,10,32.2,65,3,8
8,150,9,25.2,54,3,8
9,150,13,39.8,72,3,8
9,214,8,9.8,14,3,8
9,150,9,37.0,51,3,8
9,150,8,20.6,36,3,8
9,148,8,13.2,28,3,8
9,134,10,25.0,37,3,8
9,150,10,20.6,37,3,8
9,210,9,15.0,23,3,8
9,150,8,23.2,40,3,8
9,150,17,24.8,38,3,8
9,150,9,18.4,36,3,8
9,134,25,29.0,38,3,8
9,183,9,9.6,10,3,8
9,150,9,24.0,32,3,8
9,156,8,13.2,19,3,8
9,150,16,30.8,64,3,8
9,150,9,23.4,60,3,8
9,148,9,13.8,19,3,8
9,150,8,10.6,12,3,8
9,148,8,9.8,12,3,8
10,134,10,15.8,27,3,8
10,132,9,10.8,14,3,8
10,134,10,22.4,40,3,8
10,134,9,21.2,46,3,8
10,142,9,28.8,51,3,8
10,134,10,20.4,33,3,8
10,134,11,20.2,25,3,8
10,132,8,9.2,10,3,8
10,132,9,10.2,12,3,8
10,6,8,10.0,11,3,8
10,150,10,27.2,46,3,8
10,151,8,9.4,10,3,8
10,148,8,9.4,10,3,8
10,147,10,17.8,37,3,8
10,151,8,9.2,10,3,8
10,151,8,9.0,10,3,8
10,146,12,14.0,17,3,8
10,150,9,28.8,81,3,8
10,146,11,14.6,25,3,8
10,158,8,15.0,28,3,8
11,146,10,14.2,19,3,8
11,144,8,9.4,10,3,8
11,16,9,9.2,10,3,8
11,146,10,14.8,20,3,8
11,162,9,16.6,28,3,8
11,242,8,8.8,10,3,8
11,147,10,20.4,38,3,8
11,194,10,15.4,32,3,8
11,146,9,14.8,20,3,8
11,146,10,13.8,20,3,8
11,134,10,19.8,30,3,8
11,130,9,9.4,10,3,8
11,130,8,9.8,11,3,8
11,139,8,9.0,10,3,8
11,134,10,20.4,36,3,8
11,131,8,9.2,10,3,8
11,134,10,18.8,43,3,8
11,132,8,9.4,10,3,8
11,198,8,11.4,18,3,8
11,166,9,10.6,14,3,8
12,146,11,16.0,20,3,8
12,146,12,18.2,27,3,8
12,130,9,9.8,11,3,8
12,150,8,42.8,110,3,8
12,146,11,13.8,20,3,8
12,154,10,15.2,21,3,8
12,147,9,17.4,31,3,8
12,82,9,9.4,10,3,8
12,146,11,18.8,26,3,8
12,146,9,11.4,14,3,8
12,146,8,16.0,22,3,8
12,214,8,8.8,9,3,8
12,146,8,16.0,22,3,8
12,210,8,13.6,23,3,8
12,154,8,10.8,13,3,8
12,146,8,12.8,19,3,8
12,146,9,13.6,18,3,8
12,18,9,10.6,12,3,8
12,146,9,14.2,22,3,8
12,146,9,14.4,22,3,8
13,146,9,17.8,24,3,8
13,146,9,12.6,17,3,8
13,214,8,9.4,12,3,8
13,146,10,17.6,28,3,8
13,152,9,15.2,25,3,8
13,154,9,14.2,26,3,8
13,18,8,8.6,9,3,8
13,147,8,13.6,20,3,8
13,146,9,13.6,17,3,8
13,130,10,10.0,10,3,8
13,146,10,17.6,30,3,8
13,210,9,14.2,32,3,8
13,154,8,14.8,22,3,8
13,10,9,9.4,10,3,8
13,146,10,16.0,24,3,8
13,210,9,11.4,13,3,8
13,146,9,14.0,24,3,8
13,210,10,12.8,15,3,8
13,146,10,17.8,30,3,8
13,144,10,10.6,13,3,8
14,146,15,18.0,28,3,8
14,146,11,16.0,22,3,8
14,146,9,15.8,24,3,8
14,146,10,13.6,17,3,8
14,146,10,14.2,22,3,8
14,144,9,9.4,10,3,8
14,146,10,16.6,28,3,8
14,146,10,13.2,18,3,8
14,2,8,9.2,10,3,8
